Sentiment,Tweet
neutral,.@united For those playing along at home: http://t.co/2b4bDTldX2
negative,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?"
negative,@USAirways now siting on Tarmac in philly for another 15 minutes. This is so lame. Sorry doesn't help. This is terrible.
negative,@united This is with regard to a flight from a couple weeks ago. I'm very frustrated with your policies &amp; expressing that.
negative,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.
negative,@JetBlue any idea what's going on at terminal five at JFK? Seems to be zero traffic movement
negative,@united you get a 2nd chance today as I fly to A'dam. Let's see if you can redeem yourself after that last horrendous trip to the states.
negative,@AmericanAir No I was not given the choice by the rep Meelan (UK AA Contact Center) to escaLate Flight to a supervisor and had to book with change
neutral,@AmericanAir Do we get a class discount on your wifi? I will be flying your airlines at approx. 4 Am?
negative,@JetBlue it's noting about me i m perfectly fine it's the attitude and dealings with flyers. Stubborn. Demanding. Unwilling to accommodate.
negative,@USAirways Now going on 26 minutes on hold.
negative,@united I have submitted my complaint. I need to be compensated. How long will this take?
negative,@united but your system gave my seat away.now I'm 27L Economy! Not Econ + seat. How did you give my plus seat away?
negative,@united stuck on Tarmac for the last hour. Can I have a beer?
neutral,@AmericanAir  Yes I do bit you don't follow me so I can't DM you
negative,@SouthwestAir they put me on the next flight available.. tomorrow morning :( Any idea if BNA will be open in the morning for my flight?
positive,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.
negative,@USAirways Why is there no contact email for customer complaints?
negative,@JetBlue If seats aren't guaranteed why do we pay for them? when I called the rep said some other people booked our seats.
negative,"@AmericanAir Oh, and losing my luggage #ridiculous # angrybird # where'smybag"
positive,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee
negative,"@JetBlue She claimed that she did, but I was not happy with the way I was treated."
negative,@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting
negative,@JetBlue Flight is 100% full.
negative,@JetBlue ive tried on my phone and laptop :(
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/pr3OeBC2N2” lol wut?
positive,@JetBlue I would go anywhere JetBlue goes.
positive,@USAirways Thank you!!! On our way to get her bag now - thanks to having that number 😊
positive,@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp; carrying his daughter.  Last one onboard.
negative,@AmericanAir Priority baggage evidently means it comes out last
positive,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock"
positive,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks"
negative,@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?
negative,"@USAirways can I speak to a human with some compassion? I wrote an email to discuss my experience and received a generic ""sorry"" email back"
negative,"@SouthwestAir love how ""friendly"" your staff is when asking for updates on delayed flights causing missed connections. #horribleattitudes"
positive,@VirginAmerica happy to spend the day together. Let's do this!
negative,@AmericanAir  you have now lost my luggage for40 hours holding for4 hrs on phone #wtf is this how you treat your loyal passengers?#stranded
neutral,@JetBlue hello! my husband bought us a trip last night &amp; just noticed my last name is misspelled! What can I do? Thanks!
negative,@SouthwestAir Hoping you answer the phone today?
positive,@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.
negative,@united yet again you disappoint. Sitting at IAD for UA3728 for 3.5hrs and you can't seem to know why the plane hasn't left Albany. #Fail
negative,@AmericanAir what are the odds my bag was picked up by someone not me while in another country? Because it says it hasn't been located yet.
negative,@USAirways it would be nice to just pull up to the gate. Still sitting here
negative,@AmericanAir aftr 10 hrs bng held hstg at mia bc aa refsd to get med bags. bag fnd aa then refsd to fix tkts they cnceld said $360 to fly
neutral,@AmericanAir @cityandsand we're trying to coordinate an airport hand-off of Nutella! #veryimportantproject
negative,@USAirways now in a black hole of your phone system
negative,@AmericanAir got call saying flight Cancelled Flightled but checked online and it isn't Cancelled Flightled. No where near bad weather. I have job interview
negative,@SouthwestAir On hold with airline 45 min and counting. Service is terrible!
negative,@JetBlue we got our luggage after waiting 40 mins and went home right after. Not very family and ADA friendly waiting that long w no chairs.
positive,@jetblue offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said 30. We giggled. #goodgenes #ilookyoung
negative,"@USAirways Handled on the phone. Unfortunately it wiped out an entire trip, which is why I'm so displeased."
negative,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am..."
negative,@united you'd learn if you listen to your customers...you do want you want...@VirginAmerica asks their customer what they want
negative,"“@AmericanAir: @RussellsWriting Russ, please contact Reservations at 800-433-7300 for reFlight Booking Problems options.” Good luck with that!"
negative,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor."""
negative,@AmericanAir is rude a hiring requirement at key west airport shaking my head
positive,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.
negative,@JetBlue someone should screen what you play on your flights. http://t.co/tNY9uIpha5
neutral,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(
neutral,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
negative,@USAirways that is the most useless tweet I've ever seen out of you.
positive,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo
negative,@USAirways contd.. They put her on 7 pm flite tonite. I think she's on now. Worst customer service ever! U need to fix it.
positive,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice
negative,@USAirways The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?
negative,"@USAirways. I'm delayed in Cha, will miss my connection in Charlotte for lga.  Not good"
neutral,@united Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket ...I can't do both. Can you help?
neutral,“@JetBlue: @KyleComer_ JetBlue reLate Flightd this time? ;)” no... But why won't school be Cancelled Flighted? it's very cold out
negative,@AmericanAir @DuaneNClark  ever think about being prepared and bringing in more people? Does anyone have any business sense at AA?
positive,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous."
negative,@AmericanAir I have looked and I was told it was in Guatemala last night. No record of anywhere today. I need my clothing for work tomorrow.
negative,"@JetBlue Gotcha... but ""lessening the delay"" ... that part's not happening, right?"
negative,@united @ShowExpert what is going on with United's Mileage Program? You pay $500 for a ticket and get a fraction of that as PQD credit?
neutral,@AmericanAir Thanks so much!
negative,"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!"
negative,@SouthwestAir 😅 you won't let me change my reservation online so now I'm just wasting my time. http://t.co/mHA3xXaeD5
